Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,478534,-,-,-,51.93,4.5,0,-2,1,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,GHI,Wind Speed
2014,1,1,0,30,0,5.4
2014,1,1,1,30,0,5.300000000000001
2014,1,1,2,30,0,5.4
2014,1,1,3,30,0,5.7
2014,1,1,4,30,0,6
2014,1,1,5,30,0,6.300000000000001
2014,1,1,6,30,0,6.6000000000000005
2014,1,1,7,30,0,7
2014,1,1,8,30,19,7.300000000000001
2014,1,1,9,30,5,7.5
2014,1,1,10,30,7,7.7
2014,1,1,11,30,102,7.7
2014,1,1,12,30,70,7.800000000000001
2014,1,1,13,30,56,8
2014,1,1,14,30,14,8.4
2014,1,1,15,30,0,9
2014,1,1,16,30,0,9.600000000000001
2014,1,1,17,30,0,9.8
2014,1,1,18,30,0,9.9
2014,1,1,19,30,0,10
2014,1,1,20,30,0,9.9
2014,1,1,21,30,0,9.700000000000001
2014,1,1,22,30,0,9.5
2014,1,1,23,30,0,9.4
2014,1,2,0,30,0,9.3
2014,1,2,1,30,0,8.8
2014,1,2,2,30,0,8.200000000000001
2014,1,2,3,30,0,7.7
2014,1,2,4,30,0,7.300000000000001
2014,1,2,5,30,0,7.1000000000000005
2014,1,2,6,30,0,7.300000000000001
2014,1,2,7,30,0,7.2
2014,1,2,8,30,5,6.9
2014,1,2,9,30,17,6.6000000000000005
2014,1,2,10,30,7,6.5
2014,1,2,11,30,34,6.2
2014,1,2,12,30,72,5.6000000000000005
2014,1,2,13,30,171,5.1000000000000005
2014,1,2,14,30,91,4.800000000000001
2014,1,2,15,30,13,4.800000000000001
2014,1,2,16,30,0,5
2014,1,2,17,30,0,5.300000000000001
2014,1,2,18,30,0,5.6000000000000005
2014,1,2,19,30,0,5.9
2014,1,2,20,30,0,6.1000000000000005
2014,1,2,21,30,0,6.2
2014,1,2,22,30,0,6.4
2014,1,2,23,30,0,6.7
2014,1,3,0,30,0,7
2014,1,3,1,30,0,7.2
2014,1,3,2,30,0,7.6000000000000005
2014,1,3,3,30,0,8.5
2014,1,3,4,30,0,9.600000000000001
2014,1,3,5,30,0,9.8
2014,1,3,6,30,0,8.9
2014,1,3,7,30,0,8
2014,1,3,8,30,6,7.300000000000001
2014,1,3,9,30,4,6.9
2014,1,3,10,30,61,6.800000000000001
2014,1,3,11,30,33,7.1000000000000005
2014,1,3,12,30,81,7.4
2014,1,3,13,30,168,7.9
2014,1,3,14,30,7,8.4
2014,1,3,15,30,1,8.700000000000001
2014,1,3,16,30,0,8.9
2014,1,3,17,30,0,9
2014,1,3,18,30,0,9.3
2014,1,3,19,30,0,9.8
2014,1,3,20,30,0,10.200000000000001
2014,1,3,21,30,0,10.200000000000001
2014,1,3,22,30,0,10
2014,1,3,23,30,0,9.5
2014,1,4,0,30,0,8.8
2014,1,4,1,30,0,8
2014,1,4,2,30,0,7.1000000000000005
2014,1,4,3,30,0,6.4
2014,1,4,4,30,0,6.2
2014,1,4,5,30,0,6.2
2014,1,4,6,30,0,6.4
2014,1,4,7,30,0,6.6000000000000005
2014,1,4,8,30,7,6.800000000000001
2014,1,4,9,30,129,7
2014,1,4,10,30,109,7
2014,1,4,11,30,84,6.800000000000001
2014,1,4,12,30,9,6.7
2014,1,4,13,30,38,6.800000000000001
2014,1,4,14,30,16,6.800000000000001
2014,1,4,15,30,2,6.6000000000000005
2014,1,4,16,30,0,6.2
2014,1,4,17,30,0,5.6000000000000005
2014,1,4,18,30,0,4.9
2014,1,4,19,30,0,4.5
2014,1,4,20,30,0,4.1000000000000005
2014,1,4,21,30,0,3.8000000000000003
2014,1,4,22,30,0,3.7
2014,1,4,23,30,0,4
2014,1,5,0,30,0,4.5
2014,1,5,1,30,0,4.9
2014,1,5,2,30,0,5.300000000000001
2014,1,5,3,30,0,5.4
2014,1,5,4,30,0,5
2014,1,5,5,30,0,4.6000000000000005
2014,1,5,6,30,0,4.6000000000000005
2014,1,5,7,30,0,4.800000000000001
2014,1,5,8,30,45,5
2014,1,5,9,30,134,5.300000000000001
2014,1,5,10,30,204,5.6000000000000005
2014,1,5,11,30,236,5.9
2014,1,5,12,30,200,6
2014,1,5,13,30,92,5.9
2014,1,5,14,30,19,5.7
2014,1,5,15,30,3,5.800000000000001
2014,1,5,16,30,0,6.2
2014,1,5,17,30,0,6.7
2014,1,5,18,30,0,7.2
2014,1,5,19,30,0,7.6000000000000005
2014,1,5,20,30,0,8.1
2014,1,5,21,30,0,8.8
2014,1,5,22,30,0,9.4
2014,1,5,23,30,0,9.700000000000001
2014,1,6,0,30,0,9.600000000000001
2014,1,6,1,30,0,9.5
2014,1,6,2,30,0,9.4
2014,1,6,3,30,0,9.4
2014,1,6,4,30,0,9.4
2014,1,6,5,30,0,9.200000000000001
2014,1,6,6,30,0,9
2014,1,6,7,30,0,8.8
2014,1,6,8,30,3,8.700000000000001
2014,1,6,9,30,127,8.6
2014,1,6,10,30,7,8.6
2014,1,6,11,30,224,8.4
2014,1,6,12,30,218,8.1
2014,1,6,13,30,6,8
2014,1,6,14,30,11,7.9
2014,1,6,15,30,2,7.6000000000000005
2014,1,6,16,30,0,7.300000000000001
2014,1,6,17,30,0,7.1000000000000005
2014,1,6,18,30,0,6.9
2014,1,6,19,30,0,7.2
2014,1,6,20,30,0,7.800000000000001
2014,1,6,21,30,0,8.3
2014,1,6,22,30,0,8.6
2014,1,6,23,30,0,8.8
2014,1,7,0,30,0,8.9
2014,1,7,1,30,0,8.9
2014,1,7,2,30,0,8.8
2014,1,7,3,30,0,8.700000000000001
2014,1,7,4,30,0,8.5
2014,1,7,5,30,0,8.4
2014,1,7,6,30,0,8.5
2014,1,7,7,30,0,8.5
2014,1,7,8,30,7,8.6
2014,1,7,9,30,44,8.6
2014,1,7,10,30,77,8.9
2014,1,7,11,30,123,9.200000000000001
2014,1,7,12,30,57,9.1
2014,1,7,13,30,82,8.700000000000001
2014,1,7,14,30,17,8.200000000000001
2014,1,7,15,30,4,7.7
2014,1,7,16,30,0,7.4
2014,1,7,17,30,0,7.2
2014,1,7,18,30,0,7.2
2014,1,7,19,30,0,6.9
2014,1,7,20,30,0,6.6000000000000005
2014,1,7,21,30,0,6.4
2014,1,7,22,30,0,6.2
2014,1,7,23,30,0,5.9
2014,1,8,0,30,0,5.800000000000001
2014,1,8,1,30,0,6.300000000000001
2014,1,8,2,30,0,6.7
2014,1,8,3,30,0,6.6000000000000005
2014,1,8,4,30,0,6.5
2014,1,8,5,30,0,6.4
2014,1,8,6,30,0,6
2014,1,8,7,30,0,6.1000000000000005
2014,1,8,8,30,8,6.4
2014,1,8,9,30,3,6.4
2014,1,8,10,30,4,6.5
2014,1,8,11,30,32,6.5
2014,1,8,12,30,62,6.1000000000000005
2014,1,8,13,30,120,5.5
2014,1,8,14,30,37,4.9
2014,1,8,15,30,3,4.4
2014,1,8,16,30,0,4.1000000000000005
2014,1,8,17,30,0,3.8000000000000003
2014,1,8,18,30,0,3.7
2014,1,8,19,30,0,3.8000000000000003
2014,1,8,20,30,0,4.1000000000000005
2014,1,8,21,30,0,4.6000000000000005
2014,1,8,22,30,0,5.4
2014,1,8,23,30,0,6.1000000000000005
2014,1,9,0,30,0,6.5
2014,1,9,1,30,0,6.300000000000001
2014,1,9,2,30,0,6.2
2014,1,9,3,30,0,6.4
2014,1,9,4,30,0,6.9
2014,1,9,5,30,0,7.5
2014,1,9,6,30,0,8
2014,1,9,7,30,0,8.700000000000001
2014,1,9,8,30,4,9.9
2014,1,9,9,30,3,10.700000000000001
2014,1,9,10,30,4,10.700000000000001
2014,1,9,11,30,4,10.100000000000001
2014,1,9,12,30,43,9.3
2014,1,9,13,30,80,8.5
2014,1,9,14,30,8,7.9
2014,1,9,15,30,6,7.2
2014,1,9,16,30,0,6.6000000000000005
2014,1,9,17,30,0,6.4
2014,1,9,18,30,0,6.4
2014,1,9,19,30,0,6.7
2014,1,9,20,30,0,7
2014,1,9,21,30,0,6.800000000000001
2014,1,9,22,30,0,6.5
2014,1,9,23,30,0,6.2
2014,1,10,0,30,0,5.7
2014,1,10,1,30,0,5.4
2014,1,10,2,30,0,5
2014,1,10,3,30,0,4.7
2014,1,10,4,30,0,4.7
2014,1,10,5,30,0,4.800000000000001
2014,1,10,6,30,0,4.9
2014,1,10,7,30,0,4.9
2014,1,10,8,30,53,5
2014,1,10,9,30,146,5.1000000000000005
2014,1,10,10,30,219,5.4
2014,1,10,11,30,149,5.6000000000000005
2014,1,10,12,30,133,5.5
2014,1,10,13,30,195,5.1000000000000005
2014,1,10,14,30,11,4.6000000000000005
2014,1,10,15,30,4,4.6000000000000005
2014,1,10,16,30,0,5.1000000000000005
2014,1,10,17,30,0,5.4
2014,1,10,18,30,0,5.7
2014,1,10,19,30,0,5.9
2014,1,10,20,30,0,5.9
2014,1,10,21,30,0,5.9
2014,1,10,22,30,0,6
2014,1,10,23,30,0,6.1000000000000005
2014,1,11,0,30,0,6.2
2014,1,11,1,30,0,6.300000000000001
2014,1,11,2,30,0,6.4
2014,1,11,3,30,0,6.5
2014,1,11,4,30,0,6.6000000000000005
2014,1,11,5,30,0,6.6000000000000005
2014,1,11,6,30,0,6.7
2014,1,11,7,30,0,6.800000000000001
2014,1,11,8,30,5,6.9
2014,1,11,9,30,9,6.6000000000000005
2014,1,11,10,30,7,6.300000000000001
2014,1,11,11,30,9,6.4
2014,1,11,12,30,160,6.800000000000001
2014,1,11,13,30,199,6.6000000000000005
2014,1,11,14,30,11,6.2
2014,1,11,15,30,26,5.5
2014,1,11,16,30,0,5
2014,1,11,17,30,0,4.7
2014,1,11,18,30,0,4.5
2014,1,11,19,30,0,4.2
2014,1,11,20,30,0,3.9000000000000004
2014,1,11,21,30,0,3.6
2014,1,11,22,30,0,3.2
2014,1,11,23,30,0,2.9000000000000004
2014,1,12,0,30,0,2.7
2014,1,12,1,30,0,2.5
2014,1,12,2,30,0,2.4000000000000004
2014,1,12,3,30,0,2.2
2014,1,12,4,30,0,2.1
2014,1,12,5,30,0,2.1
2014,1,12,6,30,0,2.4000000000000004
2014,1,12,7,30,0,2.7
2014,1,12,8,30,5,3.1
2014,1,12,9,30,52,3.4000000000000004
2014,1,12,10,30,231,3.6
2014,1,12,11,30,163,3.7
2014,1,12,12,30,260,3.8000000000000003
2014,1,12,13,30,211,3.8000000000000003
2014,1,12,14,30,33,3.8000000000000003
2014,1,12,15,30,4,4.2
2014,1,12,16,30,0,4.7
2014,1,12,17,30,0,5
2014,1,12,18,30,0,5.2
2014,1,12,19,30,0,5.4
2014,1,12,20,30,0,5.6000000000000005
2014,1,12,21,30,0,5.7
2014,1,12,22,30,0,5.7
2014,1,12,23,30,0,5.9
2014,1,13,0,30,0,6
2014,1,13,1,30,0,6.300000000000001
2014,1,13,2,30,0,6.7
2014,1,13,3,30,0,7.300000000000001
2014,1,13,4,30,0,7.6000000000000005
2014,1,13,5,30,0,7.1000000000000005
2014,1,13,6,30,0,6.300000000000001
2014,1,13,7,30,0,5.6000000000000005
2014,1,13,8,30,54,5.4
2014,1,13,9,30,29,5.1000000000000005
2014,1,13,10,30,8,5
2014,1,13,11,30,257,5.1000000000000005
2014,1,13,12,30,246,5.1000000000000005
2014,1,13,13,30,197,4.800000000000001
2014,1,13,14,30,35,4.6000000000000005
2014,1,13,15,30,28,4.6000000000000005
2014,1,13,16,30,0,4.7
2014,1,13,17,30,0,4.800000000000001
2014,1,13,18,30,0,4.9
2014,1,13,19,30,0,5
2014,1,13,20,30,0,5
2014,1,13,21,30,0,5
2014,1,13,22,30,0,5.1000000000000005
2014,1,13,23,30,0,5
2014,1,14,0,30,0,4.9
2014,1,14,1,30,0,4.7
2014,1,14,2,30,0,4.5
2014,1,14,3,30,0,4.4
2014,1,14,4,30,0,4.4
2014,1,14,5,30,0,4.4
2014,1,14,6,30,0,4.3
2014,1,14,7,30,0,4.4
2014,1,14,8,30,7,4.4
2014,1,14,9,30,26,4.4
2014,1,14,10,30,44,4.4
2014,1,14,11,30,49,4.1000000000000005
2014,1,14,12,30,45,3.7
2014,1,14,13,30,37,3.2
2014,1,14,14,30,18,2.8000000000000003
2014,1,14,15,30,6,2.7
2014,1,14,16,30,0,2.7
2014,1,14,17,30,0,2.7
2014,1,14,18,30,0,2.7
2014,1,14,19,30,0,2.8000000000000003
2014,1,14,20,30,0,3
2014,1,14,21,30,0,3
2014,1,14,22,30,0,3.1
2014,1,14,23,30,0,3.2
2014,1,15,0,30,0,3.5
2014,1,15,1,30,0,3.9000000000000004
2014,1,15,2,30,0,4.5
2014,1,15,3,30,0,5
2014,1,15,4,30,0,5.4
2014,1,15,5,30,0,5.6000000000000005
2014,1,15,6,30,0,5.800000000000001
2014,1,15,7,30,0,6.2
2014,1,15,8,30,6,6.800000000000001
2014,1,15,9,30,8,7.2
2014,1,15,10,30,10,7.300000000000001
2014,1,15,11,30,9,7
2014,1,15,12,30,9,6.6000000000000005
2014,1,15,13,30,9,6.1000000000000005
2014,1,15,14,30,9,5.800000000000001
2014,1,15,15,30,6,5.7
2014,1,15,16,30,0,5.7
2014,1,15,17,30,0,5.800000000000001
2014,1,15,18,30,0,6
2014,1,15,19,30,0,6
2014,1,15,20,30,0,6.2
2014,1,15,21,30,0,6.300000000000001
2014,1,15,22,30,0,6.2
2014,1,15,23,30,0,6
2014,1,16,0,30,0,5.9
2014,1,16,1,30,0,6
2014,1,16,2,30,0,6.1000000000000005
2014,1,16,3,30,0,6.300000000000001
2014,1,16,4,30,0,6.5
2014,1,16,5,30,0,6.300000000000001
2014,1,16,6,30,0,6
2014,1,16,7,30,0,5.7
2014,1,16,8,30,9,5.6000000000000005
2014,1,16,9,30,12,5.5
2014,1,16,10,30,12,5.1000000000000005
2014,1,16,11,30,13,5.1000000000000005
2014,1,16,12,30,14,5.4
2014,1,16,13,30,15,5.4
2014,1,16,14,30,18,5
2014,1,16,15,30,11,4.800000000000001
2014,1,16,16,30,0,5.1000000000000005
2014,1,16,17,30,0,5.4
2014,1,16,18,30,0,5.7
2014,1,16,19,30,0,6
